"LINK","Ragione.sociale","Indirizzo","Città","Provincia","Regione","Partita.IVA","Codice.Fiscale","REA","ATECO","Attività.prevalente","Fatturato","Utile","Costo.del.personale","N..Dipendenti","CamCom","Forma.giuridica","Anno.Fondazione","Stato.Attività","fatturato_num","utile_num","costo_del_personale_num","min_num_dipendenti","max_num_dipendenti"
"https://www.fatturatoitalia.it/danieli_c_officine_meccaniche_spa_in_forma_abbreviata_anche_danieli_c_-00167460302","DANIELI & C. OFFICINE MECCANICHE S.P.A. IN FORMA ABBREVIATA ANCHE DANIELI & C. S.P.A.","Via Nazionale, 41","BUTTRIO","UDINE","FRIULI VENEZIA GIULIA",167460302,167460302,"UD 84904","28.91","Fabbricazione di macchine per la metallurgia","€ 1.345.043.078","€ 67.060.753","€ 181.176.216","oltre 1000","UD","Societa' per azioni","27/03/1962","Attiva",1345043078,67060753,181176216,1000,Inf
"https://www.fatturatoitalia.it/cci_colatacontinuaitaliana_spa_o_in_breve_cci_spa-05055530157","CCI COLATACONTINUAITALIANA S.P.A. O IN BREVE CCI S.P.A.","Via Regona, 3","PIZZIGHETTONE","CREMONA","LOMBARDIA",5055530157,5055530157,"CR 124750","24.44","Produzione di rame","€ 1.337.992.134","€ 25.324.176","€ 11.393.899","da 100 a 199","CR","Societa' per azioni","08/01/2014","Attiva",1337992134,25324176,11393899,100,199
"https://www.fatturatoitalia.it/servizi_in_rete_2001_srl-09251361003","SERVIZI IN RETE 2001 S.R.L.","Via Leopoldo Serra, 32","ROMA","ROMA","LAZIO",9251361003,9251361003,"RM 1150834","82.99.99","Altri servizi di sostegno alle imprese nca","€ 1.336.008.791","€ 901.181","€ 3.054.319","da 50 a 99","RM","Societa' a responsabilita' limitata","18/12/2006","Attiva",1336008791,901181,3054319,50,99
"https://www.fatturatoitalia.it/alpiq_energia_italia_spa-12930940155","ALPIQ ENERGIA ITALIA S.P.A.","Via Marostica, 1","MILANO","MILANO","LOMBARDIA",12930940155,12930940155,"MI 1597456","35.11","Produzione di energia elettrica","€ 1.328.351.101","€ 13.701.153","€ 11.285.728","da 100 a 199","MI","Societa' per azioni","26/10/1999","Attiva",1328351101,13701153,11285728,100,199
"https://www.fatturatoitalia.it/janssen_cilag_spa-00962280590","JANSSEN CILAG S.P.A.","Viale Fulvio Testi, 280/6","MILANO","MILANO","LOMBARDIA",2707070963,962280590,"MI 1454254","46.46","Commercio all'ingrosso di prodotti farmaceutici","€ 1.324.935.603","€ 324.737.408","€ 175.129.008","oltre 1000","MI","Societa' per azioni","27/10/1994","Attiva",1324935603,324737408,175129008,1000,Inf
"https://www.fatturatoitalia.it/siemens_spa-00751160151","SIEMENS S.P.A.","Via Vipiteno, 4","MILANO","MILANO","LOMBARDIA",751160151,751160151,"MI 525193","46.5","Commercio all'ingrosso di apparecchiature ICT","€ 1.317.427.583","€ 54.183.240","€ 142.361.322","oltre 1000","MI","Societa' per azioni con socio unico","02/02/1959","Attiva",1317427583,54183240,142361322,1000,Inf
"https://www.fatturatoitalia.it/gottardo_spa-02466210289","GOTTARDO S.P.A.","Galleria Spagna, 9","PADOVA","PADOVA","VENETO",2466210289,2466210289,"PD 231762","47.75.1","Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale","€ 1.317.007.214","€ 105.006.042","€ 157.128.082","oltre 1000","PD","Societa' per azioni","01/07/1991","Attiva",1317007214,105006042,157128082,1000,Inf
"https://www.fatturatoitalia.it/gazprom_italia_spa-10888880159","GAZPROM ITALIA S.P.A.","Via Boncompagni Carlo, 60","MILANO","MILANO","LOMBARDIA",10888880159,10888880159,"MI 1417540","46.71","Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","€ 1.299.673.962","€ -188.129","€ 1.349.133","da 6 a 9","MI","Societa' per azioni","06/05/1993","Attiva",1299673962,-188129,1349133,6,9
"https://www.fatturatoitalia.it/yoox_net_a_porter_group_spa_o_in_forma_abbreviata_ynap_spa-02050461207","YOOX NET-A-PORTER GROUP S.P.A. O, IN FORMA ABBREVIATA, YNAP S.P.A.","Via Morimondo, 17","MILANO","MILANO","LOMBARDIA",2050461207,2050461207,"MI 1656860","47.91.1","Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet","€ 1.293.817.000","€ -1.825.345.000","€ 76.591.000","oltre 1000","MI","Societa' per azioni","06/10/2015","Attiva",1293817000,-1825345000,76591000,1000,Inf
"https://www.fatturatoitalia.it/aeroporti_di_roma_spa_in_forma_abbreviata_adr_spa-13032990155","AEROPORTI DI ROMA S.P.A IN FORMA ABBREVIATA ADR S.P.A","Via Pier Paolo Racchetti, 1","FIUMICINO","ROMA","LAZIO",6572251004,13032990155,"RM 971268","52.23","Attivita' dei servizi connessi al trasporto aereo","€ 1.289.226.020","€ 289.979.430","€ 122.177.274","oltre 1000","RM","Societa' per azioni","12/03/2001","Registrata",1289226020,289979430,122177274,1000,Inf
"https://www.fatturatoitalia.it/coca_cola_hbc_italia_srl-12363410155","COCA-COLA HBC ITALIA S.R.L.","Piazza Indro Montanelli, 30","SESTO SAN GIOVANNI","MILANO","LOMBARDIA",12363410155,12363410155,"MI 1551603","11.07","Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia","€ 1.288.484.719","€ 133.566.441","€ 164.057.875","oltre 1000","MI","Societa' a responsabilita' limitata","17/03/1998","Attiva",1288484719,133566441,164057875,1000,Inf
"https://www.fatturatoitalia.it/webuild_italia_spa-11871990963","WEBUILD ITALIA SPA","Via Adige, 19","MILANO","MILANO","LOMBARDIA",11871990963,11871990963,"MI 2628613","42.12","Costruzione di linee ferroviarie e metropolitane","€ 1.278.920.047","€ 214.761.677","€ 8.239.076","da 50 a 99","MI","Societa' per azioni","30/06/2021","Attiva",1278920047,214761677,8239076,50,99
"https://www.fatturatoitalia.it/ald_automotive_italia_srl-07978810583","ALD AUTOMOTIVE ITALIA S.R.L.","Viale Luca Gaurico, 187","ROMA","ROMA","LAZIO",1924961004,7978810583,"RM 636604","77.11","Noleggio di autovetture ed autoveicoli leggeri","€ 1.277.940.173","€ 68.080.065","€ 41.030.884","da 500 a 999","RM","Societa' a responsabilita' limitata","15/06/1987","Attiva",1277940173,68080065,41030884,500,999
"https://www.fatturatoitalia.it/arcelormittal_commercial_italy_srl-00947260154","ARCELORMITTAL COMMERCIAL ITALY SRL","Via Luigi Russolo, 9","MILANO","MILANO","LOMBARDIA",947260154,947260154,"MI 1893090","46.72.1","Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati","€ 1.259.548.117","€ 1.213.897","€ 7.875.809","da 50 a 99","MI","Societa' a responsabilita' limitata","16/05/2013","Attiva",1259548117,1213897,7875809,50,99
"https://www.fatturatoitalia.it/conad_adriatico_societa_cooperativa-00105820443","CONAD ADRIATICO SOCIETA' COOPERATIVA","Via A. Manzoni, S.N.C.","MONSAMPOLO DEL TRONTO","ASCOLI PICENO","MARCHE",105820443,105820443,"AP 69878","46.39.2","Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco","","","","","AP","Societa' cooperativa","16/05/1972","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/acciaierie_bertoli_safau_spa-00218360303","ACCIAIERIE BERTOLI SAFAU S.P.A.","Via Buttrio, 28","POZZUOLO DEL FRIULI","UDINE","FRIULI VENEZIA GIULIA",162880306,218360303,"UD 29233","","","€ 1.257.013.936","€ -2.402.408","€ 83.657.027","","UD","Societa' per azioni","24/09/1937","Attiva",1257013936,-2402408,83657027,0,0
"https://www.fatturatoitalia.it/brembo_spa-00222620163","BREMBO S.P.A.","Via Brembo, 25","CURNO","BERGAMO","LOMBARDIA",222620163,222620163,"BG 134667","29.32.09","Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca","€ 1.253.763.673","€ 163.751.872","€ 296.831.487","oltre 1000","BG","Societa' per azioni","03/02/1971","Attiva",1253763673,163751872,296831487,1000,Inf
"https://www.fatturatoitalia.it/ferriere_nord_spa-00163780307","FERRIERE NORD S.P.A.","Zona Industriale Rivoli, SNC","OSOPPO","UDINE","FRIULI VENEZIA GIULIA",163780307,163780307,"UD 117431","24.1","Siderurgia","€ 1.252.258.372","€ 24.696.835","€ 51.091.077","da 500 a 999","UD","Societa' per azioni","08/09/1970","Attiva",1252258372,24696835,51091077,500,999
"https://www.fatturatoitalia.it/granarolo_spa_in_sigla_g_spa-01660360601","GRANAROLO S.P.A. IN SIGLA G. SPA","Via Cadriano, 27/2","BOLOGNA","BOLOGNA","EMILIA ROMAGNA",4119190371,1660360601,"BO 341290","10.51.1","Trattamento igienico del latte","€ 1.246.106.000","€ 9.117.000","€ 99.715.000","oltre 1000","BO","Societa' per azioni","19/05/1992","Attiva",1246106000,9117000,99715000,1000,Inf
"https://www.fatturatoitalia.it/alfasigma_spa-03432221202","ALFASIGMA S.P.A.","Via Ragazzi Del 99, 5","BOLOGNA","BOLOGNA","EMILIA ROMAGNA",3432221202,3432221202,"BO 518521","21.20.09","Fabbricazione di medicinali ed altri preparati farmaceutici","€ 1.243.930.930","€ 63.379.839","€ 158.450.057","oltre 1000","BO","Societa' per azioni","15/05/2018","Attiva",1243930930,63379839,158450057,1000,Inf
"https://www.fatturatoitalia.it/ibm_italia_spa-01442240030","IBM ITALIA S.P.A.","Circonvallazione Idroscalo, SNC","SEGRATE","MILANO","LOMBARDIA",10914660153,1442240030,"MI 1416845","62.01","Produzione di software non connesso all'edizione","€ 1.243.422.595","€ 116.927.583","€ 321.084.845","oltre 1000","MI","Societa' per azioni","29/04/1993","Attiva",1243422595,116927583,321084845,1000,Inf
"https://www.fatturatoitalia.it/eurospin_tirrenica_spa-02049850544","EUROSPIN TIRRENICA S.P.A.","Via Della Chiocana, 3","MAGIONE","PERUGIA","UMBRIA",2049850544,2049850544,"PG 176352","47.11","Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande","€ 1.238.970.745","€ 78.610.788","€ 90.815.329","oltre 1000","PG","Societa' per azioni","23/05/1994","Attiva",1238970745,78610788,90815329,1000,Inf
"https://www.fatturatoitalia.it/estenergy_societa_per_azioni-00997630322","ESTENERGY - SOCIETA' PER AZIONI","Via Dei Rettori, 1","TRIESTE","TRIESTE","FRIULI VENEZIA GIULIA",997630322,997630322,"TS 116591","35.23","Commercio di gas distribuito mediante condotte","€ 1.237.204.000","€ 63.182.000","€ 14.684.000","da 250 a 499","TS","Societa' per azioni","22/09/2000","Attiva",1237204000,63182000,14684000,250,499
"https://www.fatturatoitalia.it/magazzini_gabrielli_spa-00103300448","MAGAZZINI GABRIELLI S.P.A.","Localita' Monticelli, .","ASCOLI PICENO","ASCOLI PICENO","MARCHE",103300448,103300448,"AP 531","46.9","Commercio all'ingrosso non specializzato","€ 1.236.521.328","€ 35.635.666","€ 118.963.301","oltre 1000","AP","Societa' per azioni","24/04/1925","Attiva",1236521328,35635666,118963301,1000,Inf
"https://www.fatturatoitalia.it/cofco_international_italy_srl-08076171001","COFCO INTERNATIONAL ITALY S.R.L.","Piazza John Fitzgerald Kennedy, 3","RAVENNA","RAVENNA","EMILIA ROMAGNA",8076171001,8076171001,"RA 187738","46.21.1","Commercio all'ingrosso di cereali e legumi secchi","€ 1.228.852.969","€ -8.106.979","€ 2.553.884","da 20 a 49","RA","Societa' a responsabilita' limitata","06/12/2007","Attiva",1228852969,-8106979,2553884,20,49
"https://www.fatturatoitalia.it/azimut_benetti_spa-00986700011","AZIMUT - BENETTI S.P.A.","Via Michele Coppino, 104","VIAREGGIO","LUCCA","TOSCANA",1390230462,986700011,"LU 123566","30.12","Costruzione di imbarcazioni da diporto e sportive","€ 1.224.982.944","€ 132.327.312","€ 122.988.676","oltre 1000","LU","Societa' per azioni","16/01/1986","Registrata",1224982944,132327312,122988676,1000,Inf
"https://www.fatturatoitalia.it/cva_energie_srl-01032450072","CVA ENERGIE S.R.L.","Via Stazione, 31","CHATILLON","AOSTA","VALLE D'AOSTA",1032450072,1032450072,"AO 62517","35.14","Commercio di energia elettrica","€ 1.223.430.241","€ 67.085.495","€ 4.488.722","da 50 a 99","AO","Societa' a responsabilita' limitata","14/05/2007","Attiva",1223430241,67085495,4488722,50,99
"https://www.fatturatoitalia.it/dompe_farmaceutici_spa-00791570153","DOMPE' FARMACEUTICI - S.P.A.","Via San Martino, 12","MILANO","MILANO","LOMBARDIA",791570153,791570153,"MI 289519","21.20.09","Fabbricazione di medicinali ed altri preparati farmaceutici","€ 1.222.759.331","€ 363.506.451","€ 48.673.158","da 250 a 499","MI","Societa' per azioni","22/11/1940","Attiva",1222759331,363506451,48673158,250,499
"https://www.fatturatoitalia.it/fratelli_arena_srl-00097560866","FRATELLI ARENA SRL","Via Calabria, 16","VALGUARNERA CAROPEPE","ENNA","SICILIA",97560866,97560866,"EN 27632","47.11","Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande","€ 1.221.088.018","€ 39.591.053","€ 105.683.774","oltre 1000","EN","Societa' a responsabilita' limitata","25/05/1976","Attiva",1221088018,39591053,105683774,1000,Inf
"https://www.fatturatoitalia.it/bennet_spa-07071700152","BENNET S.P.A.","Via Carlo Goldoni, 11","MILANO","MILANO","LOMBARDIA",7071700152,7071700152,"MI 1137002","47.11.1","Ipermercati","€ 1.217.189.017","€ 38.268.545","€ 172.281.685","oltre 1000","MI","Societa' per azioni","29/09/1983","Attiva",1217189017,38268545,172281685,1000,Inf
"https://www.fatturatoitalia.it/repower_vendita_italia_spa_in_forma_abbreviata_repower_spa-13181080154","REPOWER VENDITA ITALIA S.P.A. - IN FORMA ABBREVIATA REPOWER S.P.A.","Via Uberti Giulio, 37","MILANO","MILANO","LOMBARDIA",13181080154,13181080154,"MI 1623367","35.14","Commercio di energia elettrica","€ 1.210.280.900","€ 11.712.431","€ 4.109.837","da 20 a 49","MI","Societa' per azioni","03/08/2000","Attiva",1210280900,11712431,4109837,20,49
"https://www.fatturatoitalia.it/rialto_spa-05849840151","RIALTO S.P.A.","Via Clerici, 342","BRESSO","MILANO","LOMBARDIA",5849840151,5849840151,"MI 1041959","47.11.1","Ipermercati","€ 1.195.225.269","€ 1.721.957","€ 151.701.637","oltre 1000","MI","Societa' per azioni","11/06/1980","Attiva",1195225269,1721957,151701637,1000,Inf
"https://www.fatturatoitalia.it/nissan_italia_srl-03099200580","NISSAN ITALIA S.R.L.","Via Tiberina, KM15,740","CAPENA","ROMA","LAZIO",1159031002,3099200580,"RM 425036","45.11.01","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","€ 1.191.033.829","€ 4.518.995","€ 19.604.087","da 100 a 199","RM","Societa' a responsabilita' limitata","22/03/1978","Attiva",1191033829,4518995,19604087,100,199
"https://www.fatturatoitalia.it/cereal_docks_spa-02218040240","CEREAL DOCKS S.P.A.","Via Dell'innovazione, 1","CAMISANO VICENTINO","VICENZA","VENETO",2218040240,2218040240,"VI 215209","10.41.2","Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria","€ 1.188.885.240","€ 53.026.659","€ 13.113.841","da 200 a 249","VI","Societa' per azioni","19/09/1991","Attiva",1188885240,53026659,13113841,200,249
"https://www.fatturatoitalia.it/tigros_real_estate_spa-00753150127","TIGROS REAL ESTATE S.P.A.","Via Del Lavoro, 45","SOLBIATE ARNO","VARESE","LOMBARDIA",12790620152,753150127,"VA 272766","68.20.01","Locazione immobiliare di beni propri o in leasing (affitto)","€ 1.187.345.120","€ 52.633.834","€ 118.415.774","oltre 1000","VA","Societa' per azioni","27/06/2013","Attiva",1187345120,52633834,118415774,1000,Inf
"https://www.fatturatoitalia.it/bticino_spa-10991860155","BTICINO S.P.A.","Viale Borri, 231","VARESE","VARESE","LOMBARDIA",10991860155,10991860155,"VA 237038","27.12","Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricita'","€ 1.184.537.461","€ 396.638.307","€ 196.374.231","oltre 1000","VA","Societa' per azioni","01/11/2013","Attiva",1184537461,396638307,196374231,1000,Inf
"https://www.fatturatoitalia.it/cesar_spa-00239870686","CESAR S.P.A.","Strada Lungofino, 189","CITTA SANT'ANGELO","PESCARA","ABRUZZO",239870686,239870686,"PE 48064","46.44.3","Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia","€ 1.177.492.659","€ 8.062.060","€ 189.187.603","oltre 1000","PE","Societa' per azioni","05/07/2011","Attiva",1177492659,8062060,189187603,1000,Inf
"https://www.fatturatoitalia.it/unico_la_farmacia_dei_farmacisti_spa-02217430343","UNICO LA FARMACIA DEI FARMACISTI S.P.A.","Via Per Garbagnate, 63","LAINATE","MILANO","LOMBARDIA",2217430343,2217430343,"MI 1686011","46.46.1","Commercio all'ingrosso di medicinali","€ 1.177.392.166","€ -12.947.891","€ 30.292.933","da 500 a 999","MI","Societa' per azioni","14/06/2002","Attiva",1177392166,-12947891,30292933,500,999
"https://www.fatturatoitalia.it/dolomiti_energia_societa_per_azioni-01812630224","DOLOMITI ENERGIA SOCIETA' PER AZIONI","Via Fersina, 23","TRENTO","TRENTO","TRENTINO ALTO ADIGE",1812630224,1812630224,"TN 179426","35.14","Commercio di energia elettrica","€ 1.175.152.254","€ 41.780.500","€ 12.611.861","da 200 a 249","TN","Societa' per azioni","23/12/2002","Attiva",1175152254,41780500,12611861,200,249
"https://www.fatturatoitalia.it/nova_coop_societa_cooperativa-01314250034","NOVA COOP SOCIETA' COOPERATIVA","Via Nelson Mandela, 4","VERCELLI","VERCELLI","PIEMONTE",1314250034,1314250034,"VC 155262","47.11.2","Supermercati","","","","","VC","Societa' cooperativa","10/02/2014","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/sda_express_courier_spa_in_forma_breve_sda_spa-02335990541","SDA EXPRESS COURIER S.P.A. IN FORMA BREVE SDA S.P.A.","Viale Europa, 175","ROMA","ROMA","LAZIO",5714511002,2335990541,"RM 906440","53.2","Altre attivita' postali e di corriere","€ 1.173.057.465","€ 7.804.032","€ 65.444.703","oltre 1000","RM","Societa' per azioni","15/03/1999","Attiva",1173057465,7804032,65444703,1000,Inf
"https://www.fatturatoitalia.it/same_deutz_fahr_italia_spa-00778780163","SAME DEUTZ-FAHR ITALIA S.P.A.","Viale F.cassani, 15","TREVIGLIO","BERGAMO","LOMBARDIA",778780163,778780163,"BG 171846","","","€ 1.167.507.891","€ 50.681.184","€ 75.120.813","","BG","Societa' per azioni","14/11/1978","Attiva",1167507891,50681184,75120813,0,0
"https://www.fatturatoitalia.it/jaguar_land_rover_italia_spa-06070621005","JAGUAR LAND ROVER ITALIA S.P.A.","Viale Alessandro Marchetti, 105","ROMA","ROMA","LAZIO",6070621005,6070621005,"RM 944215","45.11.01","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","€ 1.167.061.115","€ 13.317.858","€ 13.070.608","da 100 a 199","RM","Societa' per azioni","21/04/2000","Attiva",1167061115,13317858,13070608,100,199
"https://www.fatturatoitalia.it/itinera_spa-01668980061","ITINERA S.P.A.","Via Balustra, 15","TORTONA","ALESSANDRIA","PIEMONTE",1668980061,1668980061,"AL 176511","42.11","Costruzione di strade e autostrade","€ 1.158.595.442","€ 1.559.380","€ 117.955.467","da 500 a 999","AL","Societa' per azioni","06/09/1995","Attiva",1158595442,1559380,117955467,500,999
"https://www.fatturatoitalia.it/iliad_italia_spa-13970161009","ILIAD ITALIA S.P.A.","Viale Restelli Francesco, 1/A","MILANO","MILANO","LOMBARDIA",13970161009,13970161009,"MI 2126511","61.2","Telecomunicazioni mobili","€ 1.157.377.118","€ -317.588.012","€ 50.026.303","da 500 a 999","MI","Societa' per azioni","02/11/2017","Attiva",1157377118,-317588012,50026303,500,999
"https://www.fatturatoitalia.it/nova_aeg_spa-02616630022","NOVA AEG S.P.A","Via Nelson Mandela, 4","VERCELLI","VERCELLI","PIEMONTE",2616630022,2616630022,"VC 198079","35.14","Commercio di energia elettrica","€ 1.156.718.861","€ 7.038.170","€ 3.431.049","da 50 a 99","VC","Societa' per azioni","29/04/2016","Attiva",1156718861,7038170,3431049,50,99
"https://www.fatturatoitalia.it/eurospin_sicilia_spa-03653460877","EUROSPIN SICILIA SPA","Strada Statale 114 - Km. 107,73, S.N.","CATANIA","CATANIA","SICILIA",3653460877,3653460877,"CT 246846","47.11.3","Discount di alimentari","€ 1.156.248.392","€ 39.119.379","€ 103.629.250","oltre 1000","CT","Societa' per azioni","03/12/1999","Attiva",1156248392,39119379,103629250,1000,Inf
"https://www.fatturatoitalia.it/bmw_italia_retail_srl-12487810157","BMW ITALIA RETAIL S.R.L.","Via Salaria, 1268","ROMA","ROMA","LAZIO",12487810157,12487810157,"RM 1583454","45.11.01","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","€ 1.155.005.588","€ 18.063.185","€ 21.329.519","da 200 a 249","RM","Societa' a responsabilita' limitata","01/07/2019","Attiva",1155005588,18063185,21329519,200,249
"https://www.fatturatoitalia.it/egidio_galbani_societa_a_responsabilita_limitata_in_breve_egidio_galba-03419280965","EGIDIO GALBANI SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE EGIDIO GALBANI S.R.L. O E.GA. S.R.L.","Via Flavio Gioia, 8","MILANO","MILANO","LOMBARDIA",3419280965,3419280965,"MI 1672952","10.51.2","Produzione dei derivati del latte","€ 1.133.832.526","€ 81.646.070","€ 97.774.342","oltre 1000","MI","Societa' a responsabilita' limitata","04/02/2002","Attiva",1133832526,81646070,97774342,1000,Inf
"https://www.fatturatoitalia.it/dolce_gabbana_srl-09297890155","DOLCE & GABBANA S.R.L.","Via Carlo Goldoni, 10","MILANO","MILANO","LOMBARDIA",9297890155,9297890155,"MI 1286913","14.13.1","Confezione in serie di abbigliamento esterno","€ 1.129.600.641","€ -73.832.828","€ 169.798.980","oltre 1000","MI","Societa' a responsabilita' limitata","20/09/1988","Attiva",1129600641,-73832828,169798980,1000,Inf
"https://www.fatturatoitalia.it/ferretti_spa-04485970968","FERRETTI S.P.A.","Via Irma Bandiera, 62","CATTOLICA","RIMINI","EMILIA ROMAGNA",4485970968,4485970968,"RN 296608","30.12","Costruzione di imbarcazioni da diporto e sportive","€ 1.128.994.000","€ 63.193.000","€ 120.986.000","oltre 1000","RN","Societa' per azioni","19/07/2005","Attiva",1128994000,63193000,120986000,1000,Inf
"https://www.fatturatoitalia.it/beko_italy_manufacturing_srl-00693740425","BEKO ITALY MANUFACTURING S.R.L.","Via Varesina, 204","MILANO","MILANO","LOMBARDIA",693740425,693740425,"MI 1106112","27.51","Fabbricazione di elettrodomestici","€ 1.120.900.000","€ -251.100.000","€ 150.300.000","oltre 1000","MI","Societa' a responsabilita' limitata","12/01/2017","Attiva",1120900000,-251100000,150300000,1000,Inf
"https://www.fatturatoitalia.it/alpherg_spa-10433300968","ALPHERG S.P.A.","Corso Europa, 2","MILANO","MILANO","LOMBARDIA",10433300968,10433300968,"MI 2531173","35.23","Commercio di gas distribuito mediante condotte","€ 1.105.106.000","€ 802.000","€ 1.503.000","da 20 a 49","MI","Societa' per azioni","26/07/2018","Attiva",1105106000,802000,1503000,20,49
"https://www.fatturatoitalia.it/merck_serono_spa-00399800580","MERCK SERONO S.P.A.","Via Flaminia, 970-972","ROMA","ROMA","LAZIO",880701008,399800580,"RM 12329","21.20.09","Fabbricazione di medicinali ed altri preparati farmaceutici","€ 1.102.010.221","€ 23.101.654","€ 87.679.889","da 500 a 999","RM","Societa' per azioni","28/05/1925","Attiva",1102010221,23101654,87679889,500,999
"https://www.fatturatoitalia.it/bonatti_spa-02188130153","BONATTI -S.P.A.","Via Alfred Bernhard Nobel, 2/A","PARMA","PARMA","EMILIA ROMAGNA",765080346,2188130153,"PR 130274","42.21","Costruzione di opere di pubblica utilita' per il trasporto di fluidi","€ 1.100.313.816","€ 15.597.989","€ 210.681.167","da 500 a 999","PR","Societa' per azioni","20/01/1977","Attiva",1100313816,15597989,210681167,500,999
"https://www.fatturatoitalia.it/bunge_italia_spa-13250240150","BUNGE ITALIA S.P.A.","Via Baiona, 203","RAVENNA","RAVENNA","EMILIA ROMAGNA",1532980388,13250240150,"RA 168289","10.41.2","Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria","€ 1.096.437.569","€ 3.579.597","€ 11.862.272","da 100 a 199","RA","Societa' per azioni","03/09/2009","Attiva",1096437569,3579597,11862272,100,199
"https://www.fatturatoitalia.it/piaggio_c_spa-04773200011","PIAGGIO & C. S.P.A.","Viale Rinaldo Piaggio, 25","PONTEDERA","PISA","TOSCANA",1551260506,4773200011,"PI 134077","30.91.12","Fabbricazione di motocicli","€ 1.095.135.000","€ 66.839.000","€ 170.637.000","oltre 1000","PI","Societa' per azioni","29/09/2000","Attiva",1095135000,66839000,170637000,1000,Inf
"https://www.fatturatoitalia.it/amazon_italia_logistica_srl-07231660965","AMAZON ITALIA LOGISTICA S.R.L.","Viale Monte Grappa, 3/5","MILANO","MILANO","LOMBARDIA",7231660965,7231660965,"MI 1945153","52.29.22","Servizi logistici relativi alla distribuzione delle merci","€ 1.095.126.793","€ 24.486.293","€ 664.846.448","oltre 1000","MI","Societa' a responsabilita' limitata","03/12/2010","Attiva",1095126793,24486293,664846448,1000,Inf
"https://www.fatturatoitalia.it/acciaierie_venete_spa-00224180281","ACCIAIERIE VENETE S.P.A.","Via Puisle, 4","BORGO VALSUGANA","TRENTO","TRENTINO ALTO ADIGE",224180281,224180281,"TN 232400","24.1","Siderurgia","€ 1.094.139.598","€ 6.197.717","€ 97.874.983","oltre 1000","TN","Societa' per azioni","01/04/2019","Attiva",1094139598,6197717,97874983,1000,Inf
"https://www.fatturatoitalia.it/kia_italia_srl-07369940965","KIA ITALIA S.R.L.","Via Gattamelata, 34","MILANO","MILANO","LOMBARDIA",7369940965,7369940965,"MI 1953920","45.40.11","Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori","€ 1.089.851.399","€ 21.652.176","€ 13.638.901","da 100 a 199","MI","Societa' a responsabilita' limitata","10/03/2011","Attiva",1089851399,21652176,13638901,100,199
"https://www.fatturatoitalia.it/safimet_spa_societa_benefit-01668080516","SAFIMET S.P.A. SOCIETA' BENEFIT","Localita' San Zeno, 63/E","AREZZO","AREZZO","TOSCANA",1668080516,1668080516,"AR 130038","24.41","Produzione di metalli preziosi","€ 1.089.468.937","€ 5.346.376","€ 4.002.638","da 50 a 99","AR","Societa' per azioni","30/10/2000","Attiva",1089468937,5346376,4002638,50,99
"https://www.fatturatoitalia.it/unes_maxi_spa-07515280159","UNES MAXI S.P.A.","Via Ponchielli Amilcare, 7","MILANO","MILANO","LOMBARDIA",7515280159,7515280159,"MI 1168008","47.11.2","Supermercati","€ 1.085.773.771","€ 1.867.893","€ 125.585.560","oltre 1000","MI","Societa' per azioni","05/11/1984","Attiva",1085773771,1867893,125585560,1000,Inf
"https://www.fatturatoitalia.it/electrolux_italia_spa-00065130932","ELECTROLUX ITALIA S.P.A.","Corso Lino Zanussi, 24","PORCIA","PORDENONE","FRIULI VENEZIA GIULIA",65130932,65130932,"PN 5030","27.51","Fabbricazione di elettrodomestici","€ 1.084.625.232","€ 11.542.724","€ 292.189.162","oltre 1000","PN","Societa' per azioni","29/09/1959","Attiva",1084625232,11542724,292189162,1000,Inf
"https://www.fatturatoitalia.it/world_fuel_services_italy_srl-09407430967","WORLD FUEL SERVICES ITALY S.R.L.","Corso Vercelli, 40","MILANO","MILANO","LOMBARDIA",9407430967,9407430967,"MI 2088064","52.23","Attivita' dei servizi connessi al trasporto aereo","€ 1.082.336.023","€ -2.903.443","€ 2.557.908","da 20 a 49","MI","Societa' a responsabilita' limitata","18/02/2016","Attiva",1082336023,-2903443,2557908,20,49
